,Source,Destination,Weight
3640, gastrointestinal gas, tingling mouth,1.0
3641, gastrointestinal gas, Thirsty,1.0
3642, gastrointestinal gas, change,1.0
3643, gastrointestinal gas, Altered bowel function,1.0
3644, Sore Throat, Low Back Pain,1.0
3645, Sore Throat, Sore to touch,33.0
3646, Sore Throat, Clouded consciousness,7.0
3647, Sore Throat, Dizziness,6.0
3648, Sore Throat, Muscle Cramp,2.0
3649, Sore Throat, Sharp pain,2.0
3650, Sore Throat, Tired,9.0
3651, Sore Throat, Fatigue,24.0
3652, Sore Throat, Abdominal bloating,2.0
3653, Sore Throat, Myalgia,9.0
3654, Sore Throat, Coughing,42.0
3655, Sore Throat, Upset stomach,1.0
3656, Sore Throat, Influenza-like symptoms,12.0
3657, Sore Throat, Rhinorrhea,19.0
3658, Sore Throat, Malaise,28.0
3659, Sore Throat, sore back,1.0
3660, Sore Throat, Pain in testicle,2.0
3661, Sore Throat, Heartburn,6.0
3662, Sore Throat, Breathing abnormally deep,3.0
3663, Sore Throat, Chest pressure,1.0
3664, Sore Throat, Chest Pain,7.0
3665, Sore Throat, Spasm,2.0
3666, Sore Throat, Shoulder Pain,1.0
3667, Sore Throat, Dyspnea,5.0
3668, Sore Throat, Ache,12.0
3669, Sore Throat, Nervousness,7.0
3670, Sore Throat, Vomiting,8.0
3671, Sore Throat, Sore mouth,3.0
3672, Sore Throat, Exhaustion,5.0
3673, Sore Throat, Hunger,1.0
3674, Sore Throat, Depressed - symptom,3.0
3675, Sore Throat, Sleeplessness,3.0
3676, Sore Throat, Feeling tense,1.0
3677, Sore Throat, Swallowing problem,1.0
3678, Sore Throat, Syncope,3.0
3679, Sore Throat, Dry skin,1.0
3680, Sore Throat, Has tingling sensation,4.0
3681, Sore Throat, Mass of body region,2.0
3682, Sore Throat, Lethargy,2.0
3683, Sore Throat, Congestion of throat,2.0
3684, Sore Throat, Dyspepsia,1.0
3685, Sore Throat, Stabbing pain,1.0
3686, Sore Throat, Loose stool,1.0
3687, Sore Throat, Tremor,6.0
3688, Sore Throat, Neck stiffness,3.0
3689, Sore Throat, Chest tightness,1.0
3690, Sore Throat, Chills,9.0
3691, Sore Throat, Signs and Symptoms,3.0
3692, Sore Throat, Eructation,5.0
3693, Sore Throat, Arthralgia,7.0
3694, Sore Throat, BODY ACHE,8.0
3695, Sore Throat, Seizures,1.0
3696, Sore Throat, Throat irritation,1.0
3697, Sore Throat, Upper back pain,1.0
3698, Sore Throat, Nasal congestion,8.0
3699, Sore Throat, Back Pain,7.0
3700, Sore Throat, Vertigo,2.0
3701, Sore Throat, Generalized aches and pains,1.0
3702, Sore Throat, Feeling Sick,3.0
3703, Sore Throat, Liver pain,1.0
3704, Sore Throat, lump in throat,2.0
3705, Sore Throat, Dull pain,1.0
3706, Sore Throat, Feeling strange,1.0
3707, Sore Throat, Kidney problem,1.0
3708, Sore Throat, Muscular stiffness,1.0
3709, Sore Throat, Neck Pain,3.0
3710, Sore Throat, Pain| Burning,2.0
3711, Sore Throat, rundown,2.0
3712, Sore Throat, Arm Pain,1.0
3713, Sore Throat, Numbness,1.0
3714, Sore Throat, Flare,2.0
3715, Sore Throat, sick to stomach,1.0
3716, Sore Throat, Inguinal pain,2.0
3717, Sore Throat, Chest discomfort,2.0
3718, Sore Throat, Cardiovascular symptoms,1.0
3719, Sore Throat, Night sweats,7.0
3720, Sore Throat, chest burning,1.0
3721, Sore Throat, Feeling tired,1.0
3722, Sore Throat, Stiffness,1.0
3723, Sore Throat, Blackout - symptom,1.0
3724, Sore Throat, feeling dizzy,2.0
3725, Sore Throat, Generalized pruritus,1.0
3726, Sore Throat, Chronic pain,1.0
3727, Sore Throat, Nightmares,1.0
3728, Sore Throat, Dryness of eye,1.0
3729, Sore Throat, tingling in fingers,2.0
3730, Sore Throat, Burning lips,1.0
3731, Sore Throat, Night pain,1.0
3732, Sore Throat, Blurred vision,2.0
3733, Sore Throat, Fatigue - symptom,1.0
3734, Sore Throat, Eye pain,3.0
3735, Sore Throat, Radiating pain,1.0
3736, Sore Throat, bitter taste,1.0
3737, Sore Throat, Bone pain,1.0
3738, Sore Throat, Agitation,1.0
3739, Sore Throat, Photopsia,1.0
3740, Sore Throat, Shooting pain,1.0
3741, Sore Throat, leg numbness,1.0
3742, Sore Throat, Welts,1.0
3743, Sore Throat, feeling run down,1.0
3744, Sore Throat, Lump on thigh,1.0
3745, Sore Throat, Painful teething,2.0
3746, Sore Throat, lump on leg,1.0
3747, Sore Throat, Toothache,3.0
3748, Sore Throat, Inguinal mass,1.0
3749, Sore Throat, Joint swelling,1.0
3750, Sore Throat, Actual Discomfort,1.0
3751, Sore Throat, Increased sweating,1.0
3752, Sore Throat, Muscle Weakness,2.0
3753, Sore Throat, Photophobia,1.0
3754, Sore Throat, Digestive symptom,1.0
3755, Sore Throat, Earache,11.0
3756, Sore Throat, Halitosis,2.0
3757, Sore Throat, Posterior rhinorrhea,7.0
3758, Sore Throat, Vaginal discomfort,1.0
3759, Sore Throat, Pain in scrotum,1.0
3760, Sore Throat, slight fever,3.0
3761, Sore Throat, Rib pain,1.0
3762, Sore Throat, Burning tongue,1.0
3763, Sore Throat, Very mild pain,1.0
3764, Sore Throat, Wheezing,3.0
3765, Sore Throat, sinus pressure,1.0
3766, Sore Throat, Productive cough,2.0
3767, Sore Throat, Sore eye,1.0
3768, Sore Throat, bumps tongue,1.0
3769, Sore Throat, Ankle pain,1.0
3770, Sore Throat, Leg cramps,1.0
3771, Sore Throat, Redness of face,1.0
3772, Sore Throat, Dry cough,11.0
3773, Sore Throat, headache persistent,1.0
3774, Sore Throat, Hoarseness,5.0
3775, Sore Throat, Pharyngeal swelling,1.0
3776, Sore Throat, Sinus pain,1.0
3777, Sore Throat, sinus drainage,3.0
3778, Sore Throat, Tender lymph node,1.0
3779, Sore Throat, Jaw pain,1.0
3780, Sore Throat, Congestion of nasal sinus,1.0
3781, Sore Throat, recurrent muscle twitches,1.0
3782, Sore Throat, Forgetful,3.0
3783, Sore Throat, Throat symptom,3.0
3784, Sore Throat, Pharyngeal dryness,3.0
3785, Sore Throat, red nose,1.0
3786, Sore Throat, Muscle Spasticity,1.0
3787, Sore Throat, General symptom,1.0
3788, Sore Throat, Taste| Metallic,1.0
3789, Sore Throat, Myotonus,3.0
3790, Sore Throat, Pain of lymph node,1.0
3791, Sore Throat, Thirsty,1.0
3792, Sore Throat, Urinary symptoms,1.0
3793, Sore Throat, ENT symptoms,1.0
3794, Sore Throat, Skin symptom,1.0
3795, Sore Throat, cold hands & feet,1.0
3796, Sore Throat, Thick skin,1.0
3797, Sore Throat, Pain in spine,1.0
3798, Sore Throat, Pain in left leg,1.0
3799, Sore Throat, Neck swelling,1.0
3800, Low Back Pain, Sore to touch,5.0
3801, Low Back Pain, Dizziness,6.0
3802, Low Back Pain, Muscle Cramp,6.0
3803, Low Back Pain, Tired,9.0
3804, Low Back Pain, Fatigue,10.0
3805, Low Back Pain, Abdominal bloating,5.0
3806, Low Back Pain, Myalgia,3.0
3807, Low Back Pain, Upset stomach,2.0
3808, Low Back Pain, Malaise,3.0
3809, Low Back Pain, Pain in penis,1.0
3810, Low Back Pain, Heartburn,1.0
3811, Low Back Pain, Breathing abnormally deep,2.0
3812, Low Back Pain, Chest Pain,1.0
3813, Low Back Pain, Hot flushes,3.0
3814, Low Back Pain, Spasm,4.0
3815, Low Back Pain, Shoulder Pain,1.0
3816, Low Back Pain, Left sided chest pain,1.0
3817, Low Back Pain, Dyspnea,1.0
3818, Low Back Pain, Ache,6.0
3819, Low Back Pain, Vomiting,3.0
3820, Low Back Pain, Exhaustion,3.0
3821, Low Back Pain, side pain,5.0
3822, Low Back Pain, Dry skin,1.0
3823, Low Back Pain, Has tingling sensation,8.0
3824, Low Back Pain, Mass of body region,2.0
3825, Low Back Pain, Stabbing pain,2.0
3826, Low Back Pain, Tremor,4.0
3827, Low Back Pain, Nerve Pain,3.0
3828, Low Back Pain, Signs and Symptoms,2.0
3829, Low Back Pain, Arthralgia,4.0
3830, Low Back Pain, BODY ACHE,2.0
3831, Low Back Pain, Seizures,1.0
3832, Low Back Pain, Upper back pain,1.0
3833, Low Back Pain, Pelvic Pain,2.0
3834, Low Back Pain, Mittelschmerz,1.0
3835, Low Back Pain, Back Pain,16.0
3836, Low Back Pain, uti symptoms,1.0
3837, Low Back Pain, Feeling Sick,1.0
3838, Low Back Pain, Feeling strange,1.0
3839, Low Back Pain, Kidney problem,1.0
3840, Low Back Pain, Muscular stiffness,4.0
3841, Low Back Pain, Renal pain,1.0
3842, Low Back Pain, Dysuria,1.0
3843, Low Back Pain, Lightheadedness,1.0
3844, Low Back Pain, Excruciating pain,1.0
3845, Low Back Pain, Neck Pain,3.0
3846, Low Back Pain, Pain| Burning,2.0
3847, Low Back Pain, circulation problem,1.0
3848, Low Back Pain, rundown,1.0
3849, Low Back Pain, Arm Pain,4.0
3850, Low Back Pain, Fever with chills,1.0
3851, Low Back Pain, Painful penile erection,1.0
3852, Low Back Pain, Numbness,5.0
3853, Low Back Pain, Flare,2.0
3854, Low Back Pain, Inguinal pain,2.0
3855, Low Back Pain, Knee pain,2.0
3856, Low Back Pain, Stiffness,1.0
3857, Low Back Pain, Chronic pain,2.0
3858, Low Back Pain, Dryness of eye,1.0
3859, Low Back Pain, Night pain,1.0
3860, Low Back Pain, Nausea and vomiting,2.0
3861, Low Back Pain, Trembling,1.0
3862, Low Back Pain, Chronic back pain,1.0
3863, Low Back Pain, Hip pain,5.0
3864, Low Back Pain, Pain in elbow,1.0
3865, Low Back Pain, Thigh pain,1.0
3866, Low Back Pain, Drooling,1.0
3867, Low Back Pain, Buzzing in ear,1.0
3868, Low Back Pain, leg numbness,1.0
3869, Low Back Pain, pricking of skin,1.0
3870, Low Back Pain, Cachexia,2.0
3871, Low Back Pain, severe back pain,4.0
3872, Low Back Pain, Shallow breathing,1.0
3873, Low Back Pain, Pain in lower limb,5.0
3874, Low Back Pain, Sciatica,5.0
3875, Low Back Pain, Foot pain,2.0
3876, Low Back Pain, Scapulalgia,1.0
3877, Low Back Pain, Hurting Pain,1.0
3878, Low Back Pain, Digestive symptom,1.0
3879, Low Back Pain, Pain in right leg,2.0
3880, Low Back Pain, Discharge from eye,1.0
3881, Low Back Pain, Ankle pain,1.0
3882, Low Back Pain, Cold intolerance,1.0
3883, Low Back Pain, Severe vertigo,1.0
3884, Low Back Pain, Pain in joint| forearm,1.0
3885, Low Back Pain, arthritic pains,1.0
3886, Low Back Pain, Abnormal coordination,1.0
3887, Low Back Pain, prostate problem,1.0
3888, Low Back Pain, Flank Pain,1.0
3889, Low Back Pain, Difficulty passing urine,1.0
3890, Low Back Pain, Burning feeling vagina,1.0
3891, Low Back Pain, Pain in finger,1.0
3892, Sore to touch, Clouded consciousness,13.0
3893, Sore to touch, Dizziness,13.0
3894, Sore to touch, Muscle Cramp,13.0
3895, Sore to touch, Painful scar,1.0
3896, Sore to touch, Sharp pain,13.0
3897, Sore to touch, physical symptom,1.0
3898, Sore to touch, Tired,28.0
3899, Sore to touch, Fatigue,31.0
3900, Sore to touch, Abdominal bloating,15.0
3901, Sore to touch, Myalgia,14.0
3902, Sore to touch, Coughing,23.0
3903, Sore to touch, blotch,1.0
3904, Sore to touch, Severe diarrhea,1.0
3905, Sore to touch, Upset stomach,5.0
3906, Sore to touch, Stomach cramps,1.0
3907, Sore to touch, Syphilitic chancre,5.0
3908, Sore to touch, Influenza-like symptoms,9.0
3909, Sore to touch, Rhinorrhea,8.0
3910, Sore to touch, Malaise,42.0
3911, Sore to touch, Blood in stool,2.0
3912, Sore to touch, itch burning,1.0
3913, Sore to touch, sore back,4.0
3914, Sore to touch, Pain in testicle,3.0
3915, Sore to touch, Pain in penis,3.0
3916, Sore to touch, Heartburn,6.0
3917, Sore to touch, Breathing abnormally deep,1.0
3918, Sore to touch, Mastodynia,3.0
3919, Sore to touch, Chest pressure,2.0
3920, Sore to touch, Pruritus of penis,1.0
3921, Sore to touch, Chest Pain,12.0
3922, Sore to touch, Hot flushes,2.0
3923, Sore to touch, Spasm,3.0
3924, Sore to touch, Vaginal pain,5.0
3925, Sore to touch, Dyspnea,7.0
3926, Sore to touch, Ache,25.0
3927, Sore to touch, Nervousness,11.0
3928, Sore to touch, Vomiting,9.0
3929, Sore to touch, Sore mouth,2.0
3930, Sore to touch, Exhaustion,6.0
3931, Sore to touch, Hunger,3.0
3932, Sore to touch, Depressed - symptom,6.0
3933, Sore to touch, Sleeplessness,3.0
3934, Sore to touch, Irritation of penis,2.0
3935, Sore to touch, Feeling tense,3.0
3936, Sore to touch, Syncope,8.0
3937, Sore to touch, spells,2.0
3938, Sore to touch, Flatulence,2.0
3939, Sore to touch, Flushing,3.0
3940, Sore to touch, side pain,4.0
3941, Sore to touch, Dry skin,3.0
3942, Sore to touch, Has tingling sensation,17.0
3943, Sore to touch, Mass of body region,4.0
3944, Sore to touch, Lethargy,5.0
3945, Sore to touch, Congestion of throat,1.0
3946, Sore to touch, Menstrual spotting,3.0
3947, Sore to touch, Dyspepsia,3.0
3948, Sore to touch, Discharge from penis,1.0
3949, Sore to touch, Difficulty in ability to defecate,1.0
3950, Sore to touch, Stabbing pain,6.0
3951, Sore to touch, Loose stool,3.0
3952, Sore to touch, Tremor,9.0
3953, Sore to touch, Watery eyes,1.0
3954, Sore to touch, Nerve Pain,5.0
3955, Sore to touch, Multiple symptoms,2.0
3956, Sore to touch, Perceived quality of life,5.0
3957, Sore to touch, Neck stiffness,8.0
3958, Sore to touch, Chest tightness,2.0
3959, Sore to touch, Chills,13.0
3960, Sore to touch, Signs and Symptoms,8.0
3961, Sore to touch, Eructation,4.0
3962, Sore to touch, Arthralgia,10.0
3963, Sore to touch, BODY ACHE,8.0
3964, Sore to touch, Seizures,9.0
3965, Sore to touch, Upper back pain,2.0
3966, Sore to touch, Pelvic Pain,4.0
3967, Sore to touch, Hepatomegaly,1.0
3968, Sore to touch, Prostatic pain,2.0
3969, Sore to touch, Nasal congestion,3.0
3970, Sore to touch, skin bump,2.0
3971, Sore to touch, blotchy,2.0
3972, Sore to touch, Back Pain,12.0
3973, Sore to touch, Vertigo,5.0
3974, Sore to touch, uti symptoms,2.0
3975, Sore to touch, Generalized aches and pains,2.0
3976, Sore to touch, Feeling Sick,3.0
3977, Sore to touch, lump in throat,2.0
3978, Sore to touch, Dull pain,3.0
3979, Sore to touch, Rectal pain,1.0
3980, Sore to touch, Feeling strange,4.0
3981, Sore to touch, Kidney problem,1.0
3982, Sore to touch, Muscular stiffness,16.0
3983, Sore to touch, Renal pain,1.0
3984, Sore to touch, Dysuria,5.0
3985, Sore to touch, Lightheadedness,5.0
3986, Sore to touch, Excruciating pain,4.0
3987, Sore to touch, Lip swelling,1.0
3988, Sore to touch, Neck Pain,9.0
3989, Sore to touch, Cold sweat,3.0
3990, Sore to touch, Throbbing pain,1.0
3991, Sore to touch, Pain| Burning,6.0
3992, Sore to touch, Scalding pain on urination,3.0
3993, Sore to touch, rundown,2.0
3994, Sore to touch, Acute onset pain,2.0
3995, Sore to touch, Arm Pain,2.0
3996, Sore to touch, Numbness,9.0
3997, Sore to touch, Flare,1.0
3998, Sore to touch, Pain in urethra,1.0
3999, Sore to touch, Prodrome,2.0
4000, Sore to touch, Inguinal pain,2.0
4001, Sore to touch, Chest discomfort,1.0
4002, Sore to touch, sharp chest pain,1.0
4003, Sore to touch, Abdominal discomfort,1.0
4004, Sore to touch, Night sweats,6.0
4005, Sore to touch, Hangover from any Alcohol or Other Drugs substance,1.0
4006, Sore to touch, Knee pain,1.0
4007, Sore to touch, Stiffness,2.0
4008, Sore to touch, Chapping of lips,1.0
4009, Sore to touch, Blackout - symptom,1.0
4010, Sore to touch, feeling dizzy,2.0
4011, Sore to touch, Skin tenderness,1.0
4012, Sore to touch, Burning sensation of skin,1.0
4013, Sore to touch, bloated feeling,1.0
4014, Sore to touch, pain in,2.0
4015, Sore to touch, Chronic pain,3.0
4016, Sore to touch, out,1.0
4017, Sore to touch, Nightmares,8.0
4018, Sore to touch, Imbalance,1.0
4019, Sore to touch, Sore lip,2.0
4020, Sore to touch, Dryness of eye,1.0
4021, Sore to touch, tingling in fingers,1.0
4022, Sore to touch, Deep pain,2.0
4023, Sore to touch, Burning lips,2.0
4024, Sore to touch, Night pain,1.0
4025, Sore to touch, Frontal headache,1.0
4026, Sore to touch, Blurred vision,4.0
4027, Sore to touch, Intermittent pain,1.0
4028, Sore to touch, Hip pain,1.0
4029, Sore to touch, Eye pain,1.0
4030, Sore to touch, Pain in elbow,3.0
4031, Sore to touch, Pain| Referred,3.0
4032, Sore to touch, Sore nostril,1.0
4033, Sore to touch, Thigh pain,1.0
4034, Sore to touch, Swollen legs,1.0
4035, Sore to touch, Agitation,3.0
4036, Sore to touch, Photopsia,1.0
4037, Sore to touch, Shooting pain,3.0
4038, Sore to touch, Edema of foot,1.0
4039, Sore to touch, Continuing headache,1.0
4040, Sore to touch, head pressure,1.0
4041, Sore to touch, Rales,5.0
4042, Sore to touch, Welts,2.0
4043, Sore to touch, Painful teething,1.0
4044, Sore to touch, Toothache,1.0
4045, Sore to touch, severe back pain,1.0
4046, Sore to touch, Actual Discomfort,3.0
4047, Sore to touch, Heel pain,2.0
4048, Sore to touch, Increased sweating,1.0
4049, Sore to touch, Pain in lower limb,5.0
4050, Sore to touch, Photophobia,2.0
4051, Sore to touch, Sciatica,4.0
4052, Sore to touch, Foot pain,1.0
4053, Sore to touch, Scapulalgia,2.0
4054, Sore to touch, Hurting Pain,1.0
4055, Sore to touch, Digestive symptom,2.0
4056, Sore to touch, Earache,7.0
4057, Sore to touch, weight problem,1.0
4058, Sore to touch, stomach dull pain of,1.0
4059, Sore to touch, Abnormal sensation,1.0
4060, Sore to touch, Halitosis,1.0
4061, Sore to touch, Posterior rhinorrhea,4.0
4062, Sore to touch, LABIAL PAIN,1.0
4063, Sore to touch, Abdominal wind pain,2.0
4064, Sore to touch, Felt faint,1.0
4065, Sore to touch, Pain in right leg,2.0
4066, Sore to touch, foreskin swelling,1.0
4067, Sore to touch, ear popping,1.0
4068, Sore to touch, Equilibration disorder,1.0
4069, Sore to touch, Discharge from eye,2.0
4070, Sore to touch, Sore eye,2.0
4071, Sore to touch, bumps tongue,1.0
4072, Sore to touch, Ankle pain,1.0
4073, Sore to touch, Spasmodic movement,1.0
4074, Sore to touch, Paresthesia of hand,1.0
4075, Sore to touch, Leg cramps,1.0
4076, Sore to touch, Redness of face,1.0
4077, Sore to touch, Neuralgia,1.0
4078, Sore to touch, Dry cough,6.0
4079, Sore to touch, Clumsiness,1.0
4080, Sore to touch, Hoarseness,3.0
4081, Sore to touch, walking pain,1.0
4082, Sore to touch, Feeling of loss of feeling,2.0
4083, Sore to touch, sinus drainage,1.0
4084, Sore to touch, Spots on skin,1.0
4085, Sore to touch, Pain| Postoperative,1.0
4086, Sore to touch, Pain in left knee,2.0
4087, Sore to touch, Oral pain,1.0
4088, Sore to touch, Joint stiffness,1.0
4089, Sore to touch, Muscular fasciculation,2.0
4090, Sore to touch, Jaw pain,5.0
4091, Sore to touch, mouth swelling,2.0
4092, Sore to touch, Hallucinations| Auditory,1.0
4093, Sore to touch, Forgetful,1.0
4094, Sore to touch, BREAST PAIN FEMALE,3.0
4095, Sore to touch, Throat symptom,2.0
4096, Sore to touch, Pharyngeal dryness,3.0
4097, Sore to touch, allergic symptom,1.0
4098, Sore to touch, red nose,3.0
4099, Sore to touch, Blue lips,1.0
4100, Sore to touch, prostate problem,1.0
4101, Sore to touch, Taste| Metallic,1.0
4102, Sore to touch, electric shock sensation,1.0
4103, Sore to touch, Thirsty,1.0
4104, Sore to touch, Bladder pain,1.0
4105, Sore to touch, Pain in left leg,1.0
4106, Sore to touch, Pain in right arm,1.0
4107, Sore to touch, EYE TENDERNESS,1.0
4108, Sore to touch, Glossalgia,2.0
4109, Sore to touch, Pain in calf,2.0
4110, Sore to touch, Breast tenderness,2.0
4111, Sore to touch, Difficulty passing urine,3.0
4112, Sore to touch, Pain in finger,3.0
4113, Sore to touch, panic symptoms,1.0
4114, Sore to touch, Numbness of limbs,1.0
4115, Clouded consciousness, Dizziness,35.0
4116, Clouded consciousness, Muscle Cramp,12.0
4117, Clouded consciousness, Sharp pain,7.0
4118, Clouded consciousness, physical symptom,1.0
4119, Clouded consciousness, Tired,34.0
4120, Clouded consciousness, Fatigue,31.0
4121, Clouded consciousness, Abdominal bloating,6.0
4122, Clouded consciousness, Myalgia,6.0
4123, Clouded consciousness, Coughing,9.0
4124, Clouded consciousness, Upset stomach,2.0
