Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
12692, 'C1839163', 'THROMBOCYTOPENIA 112693, 'C0149931', 'Migraine Disorders');
12694, 'C0149931', 'Migraine Disorders');
12695, 'C0149931', 'Migraine Disorders');
12696, 'C0149931', 'Migraine Disorders');
12697, 'C0149931', 'Migraine Disorders');
12698, 'C0149931', 'Migraine Disorders');
12701, 'C0149931', 'Migraine Disorders');
12702, 'C0149931', 'Migraine Disorders');
12703, 'C2363129', 'Benign Rolandic Epilepsy');
12706, 'C0028754', 'Obesity');
12707, 'C0149931', 'Migraine Disorders');
12709, 'C0149931', 'Migraine Disorders');
12710, 'C0149931', 'Migraine Disorders');
12711, 'C0149931', 'Migraine Disorders');
12712, 'C0149931', 'Migraine Disorders');
12713, 'C3714506', 'Meckel syndrome type 1');
12714, 'C1960870', 'Transformed migraine');
12715, 'C0149931', 'Migraine Disorders');
12717, 'C0024138', 'Lupus Erythematosus| Discoid');
12719, 'C0744638', 'headache migraine chronic');
12720, 'C0149931', 'Migraine Disorders');
12722, 'C0003123', 'Anorexia');
12729, 'C0149931', 'Migraine Disorders');
12730, 'C0029408', 'Degenerative polyarthritis');
12734, 'C0021400', 'Influenza');
12740, 'C0011175', 'Dehydration');
12741, 'C0021400', 'Influenza');
12743, 'C0035258', 'Restless Legs Syndrome');
12744, 'C0028754', 'Obesity');
12745, 'C0024117', 'Chronic Obstructive Airway Disease');
12746, 'C0036689', 'Streptococcal sore throat');
12747, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12758, 'C1868649', 'PANIC DISORDER 1');
12761, 'C0035258', 'Restless Legs Syndrome');
12764, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12765, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
12770, 'C0032768', 'Postherpetic neuralgia');
12771, 'C0149931', 'Migraine Disorders');
12773, 'C0238738', 'Spasm of back muscles');
12775, 'C0263888', 'Back disorder');
12776, 'C0238738', 'Spasm of back muscles');
12778, 'C0027765', 'nervous system disorder');
12780, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12787, 'C0016053', 'Fibromyalgia');
12791, 'C0238738', 'Spasm of back muscles');
12792, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12794, 'C0003864', 'Arthritis');
12796, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12823, 'C0016053', 'Fibromyalgia');
12828, 'C0238738', 'Spasm of back muscles');
12830, 'C0238738', 'Spasm of back muscles');
12836, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12837, 'C0012634', 'Disease');
12848, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12855, 'C0085166', 'Bacterial Vaginosis');
12858, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12859, 'C0016053', 'Fibromyalgia');
12863, 'C0149931', 'Migraine Disorders');
12868, 'C0016053', 'Fibromyalgia');
12876, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12884, 'C0016053', 'Fibromyalgia');
12885, 'C0016053', 'Fibromyalgia');
12887, 'C0014518', 'Toxic Epidermal Necrolysis');
12890, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12897, 'C0238738', 'Spasm of back muscles');
12907, 'C0014863', 'Esophageal spasm');
12910, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12911, 'C1969653', 'MUNGAN SYNDROME');
12925, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12931, 'C0041912', 'Upper Respiratory Infections');
12939, 'C0016053', 'Fibromyalgia');
12943, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
12953, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12960, 'C0238738', 'Spasm of back muscles');
12965, 'C0039082', 'Syndrome');
12966, 'C0016053', 'Fibromyalgia');
12972, 'C1969653', 'MUNGAN SYNDROME');
12973, 'C0277556', 'Recurrent disease');
12976, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12980, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
12985, 'C0031315', 'Phantom Limb Syndrome');
12986, 'C0003864', 'Arthritis');
12987, 'C0272285', 'Heparin-induced thrombocytopenia');
12989, 'C0003864', 'Arthritis');
12990, 'C0029408', 'Degenerative polyarthritis');
12992, 'C0029408', 'Degenerative polyarthritis');
12993, 'C0022104', 'Irritable Bowel Syndrome');
12994, 'C0022104', 'Irritable Bowel Syndrome');
12995, 'C0022104', 'Irritable Bowel Syndrome');
12996, 'C0022104', 'Irritable Bowel Syndrome');
12997, 'C0022104', 'Irritable Bowel Syndrome');
12999, 'C0022104', 'Irritable Bowel Syndrome');
13000, 'C0022104', 'Irritable Bowel Syndrome');
13001, 'C0022104', 'Irritable Bowel Syndrome');
13002, 'C0149931', 'Migraine Disorders');
13003, 'C0022104', 'Irritable Bowel Syndrome');
13004, 'C0022104', 'Irritable Bowel Syndrome');
13005, 'C0022104', 'Irritable Bowel Syndrome');
13006, 'C0022104', 'Irritable Bowel Syndrome');
13007, 'C0022104', 'Irritable Bowel Syndrome');
13014, 'C0028754', 'Obesity');
13015, 'C0002170', 'Alopecia');
13016, 'C1868649', 'PANIC DISORDER 1');
13019, 'C0035258', 'Restless Legs Syndrome');
13023, 'C0149931', 'Migraine Disorders');
13024, 'C0149931', 'Migraine Disorders');
13025, 'C0029408', 'Degenerative polyarthritis');
13028, 'C0028754', 'Obesity');
13029, 'C0149931', 'Migraine Disorders');
13031, 'C0149931', 'Migraine Disorders');
13033, 'C0149931', 'Migraine Disorders');
13034, 'C0149931', 'Migraine Disorders');
13035, 'C0149931', 'Migraine Disorders');
13036, 'C0149931', 'Migraine Disorders');
13037, 'C0149931', 'Migraine Disorders');
13038, 'C0149931', 'Migraine Disorders');
13043, 'C0022650', 'Kidney Calculi');
13044, 'C0019202', 'Hepatolenticular Degeneration');
13045, 'C0494475', 'Tonic - clonic seizures');
13049, 'C0149931', 'Migraine Disorders');
13053, 'C0149931', 'Migraine Disorders');
13058, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13061, 'C0423086', 'Staring');
13064, 'C0012634', 'Disease');
13067, 'C0035258', 'Restless Legs Syndrome');
13070, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13074, 'C0457949', 'Chronic low back pain');
13075, 'C0234958', 'muscle degeneration');
13076, 'C0149931', 'Migraine Disorders');
13078, 'C0238738', 'Spasm of back muscles');
13079, 'C0026769', 'Multiple Sclerosis');
13082, 'C0149931', 'Migraine Disorders');
13084, 'C0149931', 'Migraine Disorders');
13085, 'C0028754', 'Obesity');
13086, 'C0149931', 'Migraine Disorders');
13088, 'C0149931', 'Migraine Disorders');
13089, 'C0149931', 'Migraine Disorders');
13093, 'C0751753', 'Carbamoyl-Phosphate Synthase I Deficiency Disease');
13095, 'C0149931', 'Migraine Disorders');
13099, 'C0029408', 'Degenerative polyarthritis');
13107, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13113, 'C0238738', 'Spasm of back muscles');
13114, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13117, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13120, 'C0027051', 'Myocardial Infarction');
13122, 'C0149931', 'Migraine Disorders');
13127, 'C0016053', 'Fibromyalgia');
13128, 'C1112789', 'rectal spasm');
13132, 'C0038454', 'Cerebrovascular accident');
13133, 'C0085605', 'Liver Failure');
13136, 'C0152128', 'Drug withdrawal syndrome');
13138, 'C0272285', 'Heparin-induced thrombocytopenia');
13139, 'C0031350', 'Pharyngitis');
13142, 'C0238738', 'Spasm of back muscles');
13146, 'C0016053', 'Fibromyalgia');
13153, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13154, 'C0011854', 'Diabetes Mellitus| Insulin-Dependent');
13155, 'C0730607', 'Severe chronic obstructive pulmonary disease');
13165, 'C0403683', 'Non-bacterial prostatitis');
13170, 'C0238738', 'Spasm of back muscles');
13176, 'C0238738', 'Spasm of back muscles');
13178, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13180, 'C0017168', 'Gastroesophageal reflux disease');
13181, 'C0014863', 'Esophageal spasm');
13197, 'C0042109', 'Urticaria');
13201, 'C0409959', 'Osteoarthritis| Knee');
13202, 'C0003123', 'Anorexia');
13206, 'C0021400', 'Influenza');
13210, 'C0702166', 'Acne');
13211, 'C0702166', 'Acne');
13214, 'C0029408', 'Degenerative polyarthritis');
13215, 'C0702166', 'Acne');
13216, 'C0702166', 'Acne');
13217, 'C0702166', 'Acne');
13218, 'C0001144', 'Acne Vulgaris');
13220, 'C0001144', 'Acne Vulgaris');
13221, 'C0001144', 'Acne Vulgaris');
13222, 'C0001144', 'Acne Vulgaris');
13223, 'C0702166', 'Acne');
13226, 'C0702166', 'Acne');
13227, 'C0001144', 'Acne Vulgaris');
13231, 'C0702166', 'Acne');
13232, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13234, 'C0001144', 'Acne Vulgaris');
13235, 'C0702166', 'Acne');
13236, 'C0010346', 'Crohn Disease');
13241, 'C0702166', 'Acne');
13245, 'C0702166', 'Acne');
13248, 'C0009450', 'Communicable Diseases');
13249, 'C2979982', 'Vaginal Hemorrhage');
13254, 'C0033771', 'Prurigo');
13255, 'C0024796', 'Marfan Syndrome');
13260, 'C0042109', 'Urticaria');
13261, 'C0001144', 'Acne Vulgaris');
13269, 'C0042109', 'Urticaria');
13272, 'C0702166', 'Acne');
13274, 'C0851578', 'Sleep Disorders');
13278, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13280, 'C0040128', 'Thyroid Diseases');
13285, 'C0040128', 'Thyroid Diseases');
13286, 'C0020676', 'Hypothyroidism');
13288, 'C0042029', 'Urinary tract infection');
13289, 'C0262655', 'Recurrent urinary tract infection');
13290, 'C0851578', 'Sleep Disorders');
13292, 'C0272285', 'Heparin-induced thrombocytopenia');
13293, 'C0860029', 'vaginal yeast infection');
13294, 'C0262655', 'Recurrent urinary tract infection');
13295, 'C0262655', 'Recurrent urinary tract infection');
13298, 'C0860029', 'vaginal yeast infection');
13299, 'C0042029', 'Urinary tract infection');
13301, 'C0851578', 'Sleep Disorders');
13303, 'C0262655', 'Recurrent urinary tract infection');
13306, 'C0860029', 'vaginal yeast infection');
13307, 'C0262655', 'Recurrent urinary tract infection');
13310, 'C0149931', 'Migraine Disorders');
13313, 'C0750466', 'Yeast infection');
13321, 'C0851578', 'Sleep Disorders');
13324, 'C0012634', 'Disease');
13325, 'C0001144', 'Acne Vulgaris');
13329, 'C0032460', 'Polycystic Ovary Syndrome');
13330, 'C0028754', 'Obesity');
13331, 'C0678356', 'alcohol effect');
13334, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13337, 'C0702166', 'Acne');
13338, 'C0702166', 'Acne');
13344, 'C0702166', 'Acne');
13346, 'C0702166', 'Acne');
13350, 'C0702166', 'Acne');
13352, 'C0702166', 'Acne');
13353, 'C0010666', 'Cystic acne');
13354, 'C0149516', 'Chronic sinusitis');
13359, 'C0702166', 'Acne');
13360, 'C0702166', 'Acne');
13361, 'C0012634', 'Disease');
13365, 'C0033771', 'Prurigo');
13366, 'C0010666', 'Cystic acne');
13367, 'C0702166', 'Acne');
13370, 'C0001144', 'Acne Vulgaris');
13371, 'C0221218', 'Fordyce''s disease');
13373, 'C0009450', 'Communicable Diseases');
13377, 'C0001144', 'Acne Vulgaris');
13378, 'C0001144', 'Acne Vulgaris');
13379, 'C0262655', 'Recurrent urinary tract infection');
13380, 'C0262655', 'Recurrent urinary tract infection');
13382, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13383, 'C0442874', 'Neuropathy');
13384, 'C0037199', 'Sinusitis');
13385, 'C0702166', 'Acne');
13392, 'C0702166', 'Acne');
13393, 'C0600041', 'Infective cystitis');
13394, 'C0042029', 'Urinary tract infection');
13395, 'C0702166', 'Acne');
13397, 'C0015458', 'Facial Hemiatrophy');
13399, 'C0702166', 'Acne');
13400, 'C0702166', 'Acne');
13407, 'C0001144', 'Acne Vulgaris');
13408, 'C0001144', 'Acne Vulgaris');
13409, 'C0001144', 'Acne Vulgaris');
13410, 'C0702166', 'Acne');
13411, 'C0702166', 'Acne');
13412, 'C0262655', 'Recurrent urinary tract infection');
13414, 'C0001144', 'Acne Vulgaris');
13415, 'C0702166', 'Acne');
13419, 'C0702166', 'Acne');
13421, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13424, 'C0026603', 'Motion Sickness');
13429, 'C0042109', 'Urticaria');
13436, 'C0702166', 'Acne');
13442, 'C0702166', 'Acne');
13447, 'C0262655', 'Recurrent urinary tract infection');
13449, 'C0042029', 'Urinary tract infection');
13450, 'C0702166', 'Acne');
13451, 'C0262655', 'Recurrent urinary tract infection');
13457, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13460, 'C0702166', 'Acne');
13461, 'C0001144', 'Acne Vulgaris');
13465, 'C0702166', 'Acne');
13467, 'C0262655', 'Recurrent urinary tract infection');
13468, 'C0262655', 'Recurrent urinary tract infection');
13469, 'C0702166', 'Acne');
13470, 'C0001144', 'Acne Vulgaris');
13471, 'C0262655', 'Recurrent urinary tract infection');
13473, 'C0013182', 'Drug Allergy');
13474, 'C0702166', 'Acne');
13477, 'C0856619', 'sexual problem');
13480, 'C0262655', 'Recurrent urinary tract infection');
13481, 'C0042029', 'Urinary tract infection');
13482, 'C0262655', 'Recurrent urinary tract infection');
13483, 'C0262655', 'Recurrent urinary tract infection');
13484, 'C0702166', 'Acne');
13485, 'C0702166', 'Acne');
13487, 'C0702166', 'Acne');
13488, 'C1868649', 'PANIC DISORDER 1');
13489, 'C0702166', 'Acne');
13493, 'C0038395', 'Streptococcal Infections');
13494, 'C0262655', 'Recurrent urinary tract infection');
13495, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13496, 'C0041912', 'Upper Respiratory Infections');
13497, 'C0010692', 'Cystitis');
13499, 'C0042029', 'Urinary tract infection');
13500, 'C0262655', 'Recurrent urinary tract infection');
13502, 'C0262655', 'Recurrent urinary tract infection');
13503, 'C0042029', 'Urinary tract infection');
13504, 'C0262655', 'Recurrent urinary tract infection');
13505, 'C0042029', 'Urinary tract infection');
13507, 'C0042029', 'Urinary tract infection');
13508, 'C0702166', 'Acne');
13509, 'C0702166', 'Acne');
13510, 'C0017168', 'Gastroesophageal reflux disease');
13511, 'C0042029', 'Urinary tract infection');
13512, 'C0262655', 'Recurrent urinary tract infection');
13513, 'C0262655', 'Recurrent urinary tract infection');
13514, 'C0262655', 'Recurrent urinary tract infection');
13515, 'C0042029', 'Urinary tract infection');
13516, 'C0042029', 'Urinary tract infection');
13517, 'C0262655', 'Recurrent urinary tract infection');
13518, 'C0042029', 'Urinary tract infection');
13520, 'C0262655', 'Recurrent urinary tract infection');
13521, 'C0702166', 'Acne');
13526, 'C0042029', 'Urinary tract infection');
13528, 'C0702166', 'Acne');
13529, 'C0042029', 'Urinary tract infection');
13530, 'C0001144', 'Acne Vulgaris');
13531, 'C0702166', 'Acne');
13533, 'C0001144', 'Acne Vulgaris');
13534, 'C0702166', 'Acne');
13535, 'C0702166', 'Acne');
13538, 'C0242301', 'furuncle');
13539, 'C0001144', 'Acne Vulgaris');
13540, 'C0001144', 'Acne Vulgaris');
13541, 'C0262655', 'Recurrent urinary tract infection');
13542, 'C0702166', 'Acne');
13544, 'C0042029', 'Urinary tract infection');
13545, 'C0262655', 'Recurrent urinary tract infection');
13546, 'C0702166', 'Acne');
13547, 'C0042029', 'Urinary tract infection');
13549, 'C0262655', 'Recurrent urinary tract infection');
13551, 'C0262655', 'Recurrent urinary tract infection');
13554, 'C0262655', 'Recurrent urinary tract infection');
13555, 'C0042029', 'Urinary tract infection');
13556, 'C0262655', 'Recurrent urinary tract infection');
13557, 'C0042029', 'Urinary tract infection');
13558, 'C0262655', 'Recurrent urinary tract infection');
13559, 'C0262655', 'Recurrent urinary tract infection');
13560, 'C0009450', 'Communicable Diseases');
13562, 'C0262655', 'Recurrent urinary tract infection');
13563, 'C0262655', 'Recurrent urinary tract infection');
13564, 'C0262655', 'Recurrent urinary tract infection');
13565, 'C0042029', 'Urinary tract infection');
13566, 'C0702166', 'Acne');
13567, 'C0702166', 'Acne');
13568, 'C0702166', 'Acne');
13569, 'C0042029', 'Urinary tract infection');
13570, 'C0262655', 'Recurrent urinary tract infection');
13576, 'C0003123', 'Anorexia');
13578, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13582, 'C0042029', 'Urinary tract infection');
13585, 'C0262655', 'Recurrent urinary tract infection');
13588, 'C0262655', 'Recurrent urinary tract infection');
13590, 'C0042029', 'Urinary tract infection');
13592, 'C0262655', 'Recurrent urinary tract infection');
13593, 'C0262655', 'Recurrent urinary tract infection');
13594, 'C0262655', 'Recurrent urinary tract infection');
13595, 'C0042029', 'Urinary tract infection');
13597, 'C0262655', 'Recurrent urinary tract infection');
13598, 'C0262655', 'Recurrent urinary tract infection');
13599, 'C0262655', 'Recurrent urinary tract infection');
13602, 'C0262655', 'Recurrent urinary tract infection');
13603, 'C0042029', 'Urinary tract infection');
13604, 'C0262655', 'Recurrent urinary tract infection');
13605, 'C0262655', 'Recurrent urinary tract infection');
13606, 'C0262655', 'Recurrent urinary tract infection');
13609, 'C0262655', 'Recurrent urinary tract infection');
13614, 'C0262655', 'Recurrent urinary tract infection');
13617, 'C0262655', 'Recurrent urinary tract infection');
13626, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13634, 'C0262655', 'Recurrent urinary tract infection');
13635, 'C0262655', 'Recurrent urinary tract infection');
13636, 'C0042109', 'Urticaria');
13640, 'C0262655', 'Recurrent urinary tract infection');
13642, 'C0262655', 'Recurrent urinary tract infection');
13650, 'C0042029', 'Urinary tract infection');
13651, 'C0042029', 'Urinary tract infection');
13653, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
13654, 'C0042029', 'Urinary tract infection');
13655, 'C0262655', 'Recurrent urinary tract infection');
13659, 'C0262655', 'Recurrent urinary tract infection');
13663, 'C0262655', 'Recurrent urinary tract infection');
13664, 'C0012634', 'Disease');
13665, 'C0012634', 'Disease');
13666, 'C0012634', 'Disease');
13667, 'C0012634', 'Disease');
13668, 'C0010709', 'Cyst');
13669, 'C0012634', 'Disease');
13670, 'C0242126', 'thread worm');
13671, 'C0012634', 'Disease');
13672, 'C0012634', 'Disease');
13673, 'C0242126', 'thread worm');
13674, 'C0012634', 'Disease');
13675, 'C0009450', 'Communicable Diseases');
13676, 'C0242126', 'thread worm');
13677, 'C0242126', 'thread worm');
13678, 'C0242126', 'thread worm');
13679, 'C0242126', 'thread worm');
13680, 'C0242126', 'thread worm');
13681, 'C0242126', 'thread worm');
13682, 'C0018889', 'Helminthiasis');
13683, 'C0242126', 'thread worm');
13684, 'C0242126', 'thread worm');
13685, 'C0242126', 'thread worm');
13686, 'C0242126', 'thread worm');
13687, 'C0242126', 'thread worm');
13688, 'C0242126', 'thread worm');
13689, 'C0086227', 'Enterobiasis');
13690, 'C0242126', 'thread worm');
13691, 'C0242126', 'thread worm');
13692, 'C0242126', 'thread worm');
13693, 'C0242126', 'thread worm');
13694, 'C0086227', 'Enterobiasis');
13695, 'C0086227', 'Enterobiasis');
13696, 'C0242126', 'thread worm');
13697, 'C1336827', 'Tropical Disease');
13698, 'C0242126', 'thread worm');
13699, 'C0043202', 'Wolff-Parkinson-White Syndrome');
13700, 'C0043202', 'Wolff-Parkinson-White Syndrome');
13701, 'C0043202', 'Wolff-Parkinson-White Syndrome');
13702, 'C0043202', 'Wolff-Parkinson-White Syndrome');
13703, 'C0043202', 'Wolff-Parkinson-White Syndrome');
13704, 'C0272285', 'Heparin-induced thrombocytopenia');
13705, 'C0043037', 'Common wart');
13709, 'C0043037', 'Common wart');
13710, 'C0043037', 'Common wart');
13711, 'C0043037', 'Common wart');
13712, 'C0043037', 'Common wart');
13713, 'C0043037', 'Common wart');
13714, 'C0043037', 'Common wart');
13715, 'C1847835', 'VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 113716, 'C0021053', 'Immune System Diseases');
