PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
1207, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1207, 'C0036916', 'Sexually Transmitted Diseases', 'C0231617', 'Catch - Finding of sensory dimension of pain', '', '', '', '', '', '
1207, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0024875', 'Massage', '', '', '', '
1207, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', 'C0015230', 'Exanthema', '', '', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0010412', 'Cold Therapy', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0039597', 'Testis
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227998', 'Structure of left testis
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0018494', 'Hair
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227997', 'Structure of right testis
1208, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1305636', 'Entire hair of pubis
1209, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1209, 'C0036916', 'Sexually Transmitted Diseases', 'C0231218', 'Malaise', '', '', '', '', '', '
1209, 'C0036916', 'Sexually Transmitted Diseases', 'C0497481', 'Pain in penis', '', '', '', '', '', '
1209, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1210, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1210, 'C0036916', 'Sexually Transmitted Diseases', 'C0312414', 'Menstrual spotting', '', '', '', '', '', '
1211, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1211, 'C0036916', 'Sexually Transmitted Diseases', 'C1579838', 'Sore mouth', '', '', '', '', '', '
1212, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1212, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0684110', 'sex organs
1213, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1213, 'C0036916', 'Sexually Transmitted Diseases', 'C0009806', 'Constipation', '', '', '', '', '', '
1213, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
1213, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0003461', 'Anus
1214, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1214, 'C0036916', 'Sexually Transmitted Diseases', 'C0234238', 'Ache', '', '', '', '', '', '
1214, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
1214, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
1215, 'C0018081', 'Gonorrhea', '', '', '', '', '', '', '', '
1215, 'C0018081', 'Gonorrhea', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', '', '', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0036572', 'Seizures', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0028643', 'Numbness', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0497406', 'Overweight', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0012833', 'Dizziness', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0039070', 'Syncope', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', 'C0013404', 'Dyspnea', '', '', '', '', '', '
1220, 'C0021400', 'Influenza', '', '', 'C1522704', 'Exercise Pain Management', '', '', '', '
1224, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1224, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
1224, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1224, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
1224, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0017420', 'Genitalia
1225, 'C1868649', 'PANIC DISORDER 1', '', '', '', '', '', '', '', '
1225, 'C1868649', 'PANIC DISORDER 1', 'C1321587', 'Breathing abnormally deep', '', '', '', '', '', '
1225, 'C1868649', 'PANIC DISORDER 1', 'C0302539', 'spells1225, 'C1868649', 'PANIC DISORDER 1', '', '', '', '', '', '', 'C1281590', 'Entire head
1225, 'C1868649', 'PANIC DISORDER 1', '', '', '', '', '', '', 'C0018787', 'Heart
1226, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1226, 'C0036916', 'Sexually Transmitted Diseases', 'C1579931', 'Depressed - symptom', '', '', '', '', '', '
1226, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0005682', 'Urinary Bladder
1227, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1227, 'C0036916', 'Sexually Transmitted Diseases', 'C0557875', 'Tired', '', '', '', '', '', '
1227, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1227, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
1227, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227997', 'Structure of right testis
1228, 'C0018802', 'Congestive heart failure', '', '', '', '', '', '', '', '
1228, 'C0018802', 'Congestive heart failure', 'C0015672', 'Fatigue', '', '', '', '', '', '
1228, 'C0018802', 'Congestive heart failure', '', '', '', '', '', '', 'C0018787', 'Heart
1228, 'C0018802', 'Congestive heart failure', '', '', '', '', '', '', 'C0947619', 'Finger.right
1229, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1229, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1229, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0036471', 'Scrotum
1229, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227936', 'Body of penis
1230, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1230, 'C0036916', 'Sexually Transmitted Diseases', 'C0239783', 'Inguinal pain', '', '', '', '', '', '
1231, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1231, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1231, 'C0036916', 'Sexually Transmitted Diseases', 'C0026821', 'Muscle Cramp', '', '', '', '', '', '
1231, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1232, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1233, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1234, 'C0019340', 'herpes', '', '', '', '', '', '', '', '
1234, 'C0019340', 'herpes', '', '', 'C1456587', 'Bariatric Surgery', '', '', '', '
1234, 'C0019340', 'herpes', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
1235, 'C0242350', 'Erectile dysfunction', '', '', '', '', '', '', '', '
1236, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1236, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1236, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0458708', 'Frenulum of penis
1239, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', 'C0231218', 'Malaise', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', 'C0278139', 'Moderate pain', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', 'C0030193', 'Pain', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', 'C0235710', 'Chest discomfort', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', 'C0232495', 'Lower abdominal pain', '', '', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
1239, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', 'C0008913', 'Bone structure of clavicle
1239, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', 'C4019107', 'Collar Bone
1239, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', 'C1268990', 'Entire breast
1240, 'C0034735', 'Raynaud Phenomenon', '', '', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', 'C0563278', 'Upper chest pain', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', 'C0042571', 'Vertigo', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', 'C0040822', 'Tremor', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', 'C0238995', 'sharp chest pain', '', '', '', '', '', '
1240, 'C0034735', 'Raynaud Phenomenon', '', '', '', '', '', '', 'C0041951', 'Ureter
1240, 'C0034735', 'Raynaud Phenomenon', '', '', '', '', '', '', 'C0040357', 'Toes
1240, 'C0034735', 'Raynaud Phenomenon', '', '', '', '', '', '', 'C0015385', 'Limb structure
1240, 'C0034735', 'Raynaud Phenomenon', '', '', '', '', '', '', 'C0022646', 'Kidney
1242, 'C0020443', 'Hypercholesterolemia', '', '', '', '', '', '', '', '
1242, 'C0020443', 'Hypercholesterolemia', '', '', 'C0005841', 'Blood Transfusion', '', '', '', '
1242, 'C0020443', 'Hypercholesterolemia', '', '', '', '', '', '', 'C0016976', 'Gallbladder
1242, 'C0020443', 'Hypercholesterolemia', '', '', '', '', '', '', 'C1269001', 'Entire gallbladder
1243, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', '', '
1243, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', 'C0018787', 'Heart
1245, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1246, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1246, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0042196', 'Vaccination', '', '', '', '
1247, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1248, 'C0020624', 'Hypomenorrhea', '', '', '', '', '', '', '', '
1248, 'C0020624', 'Hypomenorrhea', 'C0039070', 'Syncope', '', '', '', '', '', '
1248, 'C0020624', 'Hypomenorrhea', 'C0030193', 'Pain', '', '', '', '', '', '
1248, 'C0020624', 'Hypomenorrhea', '', '', 'C0700589', 'Contraceptive methods', '', '', '', '
1248, 'C0020624', 'Hypomenorrhea', '', '', 'C0600080', 'Stretching exercises', '', '', '', '
1249, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1249, 'C0036916', 'Sexually Transmitted Diseases', 'C0231218', 'Malaise', '', '', '', '', '', '
1249, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
1249, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042027', 'Urinary tract
1250, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1250, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
1250, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1251, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1251, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1251, 'C0036916', 'Sexually Transmitted Diseases', 'C0751372', 'Nerve Pain', '', '', '', '', '', '
1251, 'C0036916', 'Sexually Transmitted Diseases', 'C0039591', 'Pain in testicle', '', '', '', '', '', '
1251, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0600080', 'Stretching exercises', '', '', '', '
1251, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1251, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
1253, 'C0017168', 'Gastroesophageal reflux disease', '', '', '', '', '', '', '', '
1253, 'C0017168', 'Gastroesophageal reflux disease', 'C0020175', 'Hunger', '', '', '', '', '', '
1253, 'C0017168', 'Gastroesophageal reflux disease', 'C0030193', 'Pain', '', '', '', '', '', '
1253, 'C0017168', 'Gastroesophageal reflux disease', '', '', 'C1519433', 'Special Diet Therapy', '', '', '', '
1253, 'C0017168', 'Gastroesophageal reflux disease', '', '', '', '', '', '', 'C0034196', 'Pylorus
1253, 'C0017168', 'Gastroesophageal reflux disease', '', '', '', '', '', '', 'C0014876', 'Esophagus
1256, 'C0010346', 'Crohn Disease', '', '', '', '', '', '', '', '
1256, 'C0010346', 'Crohn Disease', '', '', 'C0574032', 'Infusion procedures', '', '', '', '
1256, 'C0010346', 'Crohn Disease', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
1261, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1261, 'C0036916', 'Sexually Transmitted Diseases', 'C0231617', 'Catch - Finding of sensory dimension of pain', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0028643', 'Numbness', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0008035', 'Chest wall pain', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0232285', 'Dull chest pain', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0030193', 'Pain', '', '', '', '', '', '
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', 'C0018787', 'Heart
1264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
1265, 'C0019342', 'Genital Herpes', '', '', '', '', '', '', '', '
1266, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1266, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
1266, 'C0036916', 'Sexually Transmitted Diseases', 'C0039591', 'Pain in testicle', '', '', '', '', '', '
1266, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0508431', 'answer questions', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', 'C0231218', 'Malaise', '', '', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', 'C0085624', 'Burning sensation', '', '', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', 'C0033774', 'Pruritus', '', '', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', 'C0232861', 'Discharge from penis', '', '', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0332293', 'Treated with', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0301571', 'Liquid diet', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C0024875', 'Massage', '', '', '', '
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0015392', 'Eye
1268, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1278980', 'Entire prostate
1269, 'C0746848', 'nerve problem nos', '', '', '', '', '', '', '', '
1270, 'C0019340', 'herpes', '', '', '', '', '', '', '', '
1270, 'C0019340', 'herpes', 'C2242996', 'Has tingling sensation', '', '', '', '', '', '
1270, 'C0019340', 'herpes', 'C0040822', 'Tremor', '', '', '', '', '', '
1270, 'C0019340', 'herpes', 'C0234233', 'Sore to touch', '', '', '', '', '', '
1270, 'C0019340', 'herpes', '', '', '', '', '', '', 'C0023759', 'Lip structure
1271, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1271, 'C0036916', 'Sexually Transmitted Diseases', 'C0240805', 'Prodrome', '', '', '', '', '', '
1271, 'C0036916', 'Sexually Transmitted Diseases', 'C2242996', 'Has tingling sensation', '', '', '', '', '', '
1271, 'C0036916', 'Sexually Transmitted Diseases', 'C0677500', 'Stinging Sensation', '', '', '', '', '', '
1271, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1271, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227759', 'Labium
1272, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1272, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
1273, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1274, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1274, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0010352', 'Avian crop
1274, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0042232', 'Vagina
1279, 'C0018799', 'Heart Diseases', '', '', '', '', '', '', '', '
1279, 'C0018799', 'Heart Diseases', 'C0476270', 'Cardiovascular symptoms', '', '', '', '', '', '
1284, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', '', '
1284, 'C0020538', 'Hypertensive disease', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
1284, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', 'C0022742', 'Knee
1287, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', '', '
1287, 'C0041912', 'Upper Respiratory Infections', 'C0008031', 'Chest Pain', '', '', '', '', '', '
1287, 'C0041912', 'Upper Respiratory Infections', 'C0541828', 'Left sided chest pain', '', '', '', '', '', '
1287, 'C0041912', 'Upper Respiratory Infections', 'C0030193', 'Pain', '', '', '', '', '', '
1287, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0018563', 'Hand
1289, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1289, 'C0036916', 'Sexually Transmitted Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
1289, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0227936', 'Body of penis
1289, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1285092', 'Gland
1290, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1290, 'C0036916', 'Sexually Transmitted Diseases', 'C0234233', 'Sore to touch', '', '', '', '', '', '
1290, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C0030851', 'penis
1290, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', 'C1280739', 'Entire penis
1291, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', '', '
1291, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C0017420', 'Genitalia
1292, 'C0036916', 'Sexually Transmitted Diseases', '', '', '', '', '', '', '', '
1292, 'C0036916', 'Sexually Transmitted Diseases', '', '', 'C3275067', 'Cardiac Lead Procedure', '', '', '', '
